date,fp_id,session_count
2019-10-17,1312,1
2019-10-17,1313,1
2019-10-17,1314,1
2019-10-17,1315,3
2019-10-17,1316,1
2019-10-17,1317,1
2019-10-17,1318,1
2019-10-17,1319,1
2019-10-17,1320,1
2019-10-17,1321,1
2019-10-17,1322,1
2019-10-17,1323,1
2019-10-17,1324,1
2019-10-17,1325,1
2019-10-17,1326,1
2019-10-17,1327,1
2019-10-17,1328,1
2019-10-17,1329,1
2019-10-17,1330,1
2019-10-17,1331,1
2019-10-17,1332,1
2019-10-17,1333,1
2019-10-17,1334,1
2019-10-17,1335,1
2019-10-17,1336,1
2019-10-17,1337,1
2019-10-17,1338,1
2019-10-17,1339,1
2019-10-17,1340,1
2019-10-17,1341,1
2019-10-17,1342,1
2019-10-17,1343,1
2019-10-17,1344,1
2019-10-17,1345,1
2019-10-17,1346,1
2019-10-17,1347,1
2019-10-17,1348,1
2019-10-17,1349,1
2019-10-17,1350,1
2019-10-17,1351,1
2019-10-17,1352,1
2019-10-17,1353,1
2019-10-17,1354,1
2019-10-17,1355,1
2019-10-17,1356,1
2019-10-17,1357,1
2019-10-17,1358,1
2019-10-17,1359,1
2019-10-17,1360,1
2019-10-17,1361,1
2019-10-17,1362,1
2019-10-17,1363,1
2019-10-17,1364,1
2019-10-17,1365,1
2019-10-17,1366,1
2019-10-17,1367,1
2019-10-17,1368,1
2019-10-17,1369,1
2019-10-17,1370,1
2019-10-17,1371,1
2019-10-17,1372,1
2019-10-17,1373,1
2019-10-17,1374,1
2019-10-17,1375,1
2019-10-17,1376,1
2019-10-17,1377,1
2019-10-17,1378,1
2019-10-17,1379,1
2019-10-17,1380,1
2019-10-17,1381,1
2019-10-17,1382,1
2019-10-17,1383,1
2019-10-17,1384,1
2019-10-17,1385,1
2019-10-17,1386,1
2019-10-17,1387,1
2019-10-17,1388,1
2019-10-17,1389,1
2019-10-17,1390,1
2019-10-17,1391,1
2019-10-17,1392,1
2019-10-17,1393,1
2019-10-17,1394,1
2019-10-17,1395,1
2019-10-17,1396,1
2019-10-17,1397,1
2019-10-17,1398,1
2019-10-17,1399,1
2019-10-17,1400,1
2019-10-17,1401,1
2019-10-17,1402,1
2019-10-17,1403,1
2019-10-17,1404,2
2019-10-17,1405,1
2019-10-17,1406,1
2019-10-17,1407,1
2019-10-17,1408,1
2019-10-17,1409,2
2019-10-17,1410,1
2019-10-17,1411,1
2019-10-17,1412,1
2019-10-17,1413,1
2019-10-17,1414,1
2019-10-17,1415,1
2019-10-17,1416,1
2019-10-17,1417,1
2019-10-17,1418,1
2019-10-17,1419,1
2019-10-17,1420,1
2019-10-17,1421,1
2019-10-17,1422,1
2019-10-18,0,15
2019-10-18,3,2
2019-10-18,5,1
2019-10-18,7,2
2019-10-18,16,38
2019-10-18,17,8
2019-10-18,18,6
2019-10-18,19,35
2019-10-18,21,478
2019-10-18,22,4
2019-10-18,25,135
2019-10-18,28,1
2019-10-18,33,103
2019-10-18,42,101
2019-10-18,44,8
2019-10-18,48,348
2019-10-18,49,84
2019-10-18,58,1
2019-10-18,60,1
2019-10-18,62,1
2019-10-18,63,3
2019-10-18,68,1
2019-10-18,69,64
2019-10-18,70,3
2019-10-18,72,2
2019-10-18,73,2
2019-10-18,74,1
2019-10-18,77,13
2019-10-18,80,4
2019-10-18,81,6
2019-10-18,84,3
2019-10-18,85,61
2019-10-18,87,18
2019-10-18,88,51
2019-10-18,89,1
2019-10-18,90,2
2019-10-18,91,8
2019-10-18,93,5
2019-10-18,98,19
2019-10-18,100,7
2019-10-18,102,6
2019-10-18,113,8
2019-10-18,114,5
2019-10-18,116,2
2019-10-18,123,1
2019-10-18,130,1
2019-10-18,131,1
2019-10-18,138,1
2019-10-18,141,1
2019-10-18,147,6
2019-10-18,151,1
2019-10-18,161,20
2019-10-18,163,3
2019-10-18,177,1
2019-10-18,183,1
2019-10-18,192,9
2019-10-18,195,1
2019-10-18,204,3
2019-10-18,207,3
2019-10-18,212,8
2019-10-18,216,1
2019-10-18,218,2
2019-10-18,219,1
2019-10-18,222,1
2019-10-18,232,1
2019-10-18,235,1
2019-10-18,239,1
2019-10-18,240,2
2019-10-18,246,3
2019-10-18,252,1
2019-10-18,265,1
2019-10-18,269,4
2019-10-18,271,3
2019-10-18,273,1
2019-10-18,276,3
2019-10-18,280,3
2019-10-18,290,1
2019-10-18,301,1
2019-10-18,307,2
2019-10-18,308,2
2019-10-18,315,1
2019-10-18,316,2
2019-10-18,318,4
2019-10-18,321,1
2019-10-18,322,1
2019-10-18,323,1
2019-10-18,331,1
2019-10-18,337,1
2019-10-18,338,1
2019-10-18,340,2
2019-10-18,343,1
2019-10-18,351,4
2019-10-18,352,11
2019-10-18,360,2
2019-10-18,361,1
2019-10-18,390,1
2019-10-18,392,1
2019-10-18,400,1
2019-10-18,411,1
2019-10-18,415,1
2019-10-18,416,2
2019-10-18,419,2
2019-10-18,427,1
2019-10-18,440,1
2019-10-18,451,1
2019-10-18,456,1
2019-10-18,459,1
2019-10-18,463,1
2019-10-18,499,1
2019-10-18,515,2
2019-10-18,535,1
2019-10-18,542,2
2019-10-18,582,1
2019-10-18,584,1
2019-10-18,593,1
2019-10-18,595,1
2019-10-18,598,1
2019-10-18,601,2
2019-10-18,605,1
2019-10-18,609,1
2019-10-18,611,2
2019-10-18,612,2
2019-10-18,615,1
2019-10-18,637,1
2019-10-18,645,1
2019-10-18,677,1
2019-10-18,680,2
2019-10-18,703,1
2019-10-18,705,1
2019-10-18,708,2
2019-10-18,721,2
2019-10-18,734,1
2019-10-18,735,1
2019-10-18,744,2
2019-10-18,752,1
2019-10-18,754,1
2019-10-18,778,1
2019-10-18,790,2
2019-10-18,793,1
2019-10-18,804,4
2019-10-18,810,1
2019-10-18,811,1
2019-10-18,849,2
2019-10-18,863,1
2019-10-18,864,3
2019-10-18,874,4
2019-10-18,897,1
2019-10-18,956,1
2019-10-18,982,1
2019-10-18,1044,1
2019-10-18,1050,1
2019-10-18,1072,1
2019-10-18,1088,1
2019-10-18,1090,2
2019-10-18,1097,1
2019-10-18,1105,1
2019-10-18,1113,1
2019-10-18,1117,1
2019-10-18,1171,1
2019-10-18,1178,1
2019-10-18,1226,1
2019-10-18,1286,1
2019-10-18,1319,1
2019-10-18,1324,1
2019-10-18,1332,1
2019-10-18,1354,1
2019-10-18,1384,1
2019-10-18,1419,1
2019-10-18,1423,1
2019-10-18,1424,1
2019-10-18,1425,1
2019-10-18,1426,1
2019-10-18,1427,1
2019-10-18,1428,1
2019-10-18,1429,2
2019-10-18,1430,1
2019-10-18,1431,1
2019-10-18,1432,1
2019-10-18,1433,1
2019-10-18,1434,1
2019-10-18,1435,1
2019-10-18,1436,1
2019-10-18,1437,1
2019-10-18,1438,1
2019-10-18,1439,1
2019-10-18,1440,1
2019-10-18,1441,1
2019-10-18,1442,1
2019-10-18,1443,1
2019-10-18,1444,1
2019-10-18,1445,1
2019-10-18,1446,1
2019-10-18,1447,1
2019-10-18,1448,1
2019-10-18,1449,1
2019-10-18,1450,1
2019-10-18,1451,1
2019-10-18,1452,1
2019-10-18,1453,1
2019-10-18,1454,1
2019-10-18,1455,1
2019-10-18,1456,1
2019-10-18,1457,1
2019-10-18,1458,1
2019-10-18,1459,1
2019-10-18,1460,1
2019-10-18,1461,1
2019-10-18,1462,1
2019-10-18,1463,1
2019-10-18,1464,1
2019-10-18,1465,1
2019-10-18,1466,1
2019-10-18,1467,1
2019-10-18,1468,1
2019-10-18,1469,1
2019-10-18,1470,1
2019-10-18,1471,1
2019-10-18,1472,1
2019-10-18,1473,1
2019-10-18,1474,1
2019-10-18,1475,1
2019-10-18,1476,1
2019-10-18,1477,1
2019-10-18,1478,1
2019-10-18,1479,1
2019-10-18,1480,1
2019-10-18,1481,1
2019-10-18,1482,1
2019-10-18,1483,1
2019-10-18,1484,1
2019-10-18,1485,1
2019-10-18,1486,1
2019-10-18,1487,1
2019-10-18,1488,1
2019-10-18,1489,1
2019-10-18,1490,1
2019-10-18,1491,1
2019-10-18,1492,1
2019-10-18,1493,1
2019-10-18,1494,1
2019-10-18,1495,1
2019-10-18,1496,1
2019-10-18,1497,1
2019-10-18,1498,1
2019-10-18,1499,1
2019-10-18,1500,1
2019-10-18,1501,1
2019-10-18,1502,1
2019-10-18,1503,1
2019-10-18,1504,1
2019-10-18,1505,2
2019-10-18,1506,1
2019-10-18,1507,1
2019-10-18,1508,1
2019-10-18,1509,1
2019-10-18,1510,1
2019-10-18,1511,1
2019-10-18,1512,1
2019-10-18,1513,1
2019-10-18,1514,1
2019-10-18,1515,1
2019-10-18,1516,1
2019-10-18,1517,1
2019-10-18,1518,1
2019-10-18,1519,1
2019-10-18,1520,1
2019-10-18,1521,2
2019-10-18,1522,1
2019-10-18,1523,1
2019-10-18,1524,1
2019-10-18,1525,1
2019-10-18,1526,1
2019-10-18,1527,1
2019-10-18,1528,1
2019-10-18,1529,1
2019-10-18,1530,1
2019-10-18,1531,1
2019-10-18,1532,1
2019-10-18,1533,1
2019-10-18,1534,1
2019-10-18,1535,1
2019-10-18,1536,1
2019-10-18,1537,1
2019-10-18,1538,1
2019-10-18,1539,1
2019-10-19,0,8
2019-10-19,5,3
2019-10-19,7,11
2019-10-19,8,1
2019-10-19,9,1
2019-10-19,13,2
2019-10-19,16,23
2019-10-19,17,7
2019-10-19,18,2
2019-10-19,19,31
2019-10-19,20,1
2019-10-19,21,552
2019-10-19,22,5
2019-10-19,23,1
2019-10-19,25,138
2019-10-19,33,74
2019-10-19,42,113
2019-10-19,44,16
2019-10-19,48,374
2019-10-19,49,94
2019-10-19,56,1
2019-10-19,58,1
2019-10-19,59,1
2019-10-19,60,2
2019-10-19,62,3
2019-10-19,63,5
2019-10-19,68,1
2019-10-19,69,73
2019-10-19,73,4
2019-10-19,74,4
2019-10-19,77,19
2019-10-19,80,4
2019-10-19,81,9
2019-10-19,85,65
2019-10-19,87,14
2019-10-19,88,65
2019-10-19,89,1
2019-10-19,90,3
2019-10-19,91,6
2019-10-19,93,1
2019-10-19,94,1
2019-10-19,98,13
2019-10-19,100,8
2019-10-19,102,6
2019-10-19,110,3
2019-10-19,113,4
2019-10-19,116,4
2019-10-19,130,1
2019-10-19,136,1
2019-10-19,137,2
2019-10-19,147,1
2019-10-19,161,25
2019-10-19,163,3
2019-10-19,183,2
2019-10-19,192,13
2019-10-19,195,2
2019-10-19,199,1
2019-10-19,200,1
2019-10-19,204,1
2019-10-19,207,3
2019-10-19,208,1
2019-10-19,209,1
2019-10-19,211,1
2019-10-19,212,3
2019-10-19,218,3
2019-10-19,219,2
2019-10-19,229,3
2019-10-19,236,1
2019-10-19,240,1
2019-10-19,261,1
2019-10-19,265,1
2019-10-19,267,1
2019-10-19,271,2
2019-10-19,273,1
2019-10-19,276,5
2019-10-19,280,3
2019-10-19,292,1
2019-10-19,295,1
2019-10-19,298,1
2019-10-19,301,1
2019-10-19,307,4
2019-10-19,308,2
2019-10-19,316,4
2019-10-19,318,3
2019-10-19,319,1
2019-10-19,322,1
2019-10-19,329,1
2019-10-19,331,1
2019-10-19,337,1
2019-10-19,338,1
2019-10-19,340,1
2019-10-19,343,1
2019-10-19,352,12
2019-10-19,355,1
2019-10-19,358,1
2019-10-19,371,1
2019-10-19,374,1
2019-10-19,376,1
2019-10-19,379,3
2019-10-19,390,1
2019-10-19,399,1
2019-10-19,402,1
2019-10-19,415,1
2019-10-19,419,6
2019-10-19,427,1
2019-10-19,433,2
2019-10-19,435,1
2019-10-19,456,2
2019-10-19,459,1
2019-10-19,463,2
2019-10-19,465,1
2019-10-19,469,2
2019-10-19,487,1
2019-10-19,497,2
2019-10-19,519,1
2019-10-19,531,1
2019-10-19,535,1
2019-10-19,542,2
2019-10-19,547,1
2019-10-19,551,1
2019-10-19,562,2
2019-10-19,567,2
2019-10-19,579,7
2019-10-19,591,1
2019-10-19,594,1
2019-10-19,602,1
2019-10-19,611,1
2019-10-19,619,1
2019-10-19,623,3
2019-10-19,630,1
2019-10-19,640,1
2019-10-19,649,2
2019-10-19,660,1
2019-10-19,667,1
2019-10-19,668,2
2019-10-19,677,1
2019-10-19,686,1
2019-10-19,694,1
2019-10-19,712,1
2019-10-19,716,1
2019-10-19,728,1
2019-10-19,731,4
2019-10-19,733,1
2019-10-19,752,1
2019-10-19,761,1
2019-10-19,778,1
2019-10-19,790,1
2019-10-19,794,1
2019-10-19,804,6
2019-10-19,810,1
2019-10-19,835,1
2019-10-19,840,1
2019-10-19,849,1
2019-10-19,872,1
2019-10-19,874,1
2019-10-19,877,2
2019-10-19,885,1
2019-10-19,902,1
2019-10-19,928,1
2019-10-19,956,2
2019-10-19,959,1
2019-10-19,965,1
2019-10-19,996,1
2019-10-19,1027,1
2019-10-19,1045,1
2019-10-19,1072,1
2019-10-19,1076,1
2019-10-19,1105,2
2019-10-19,1112,1
2019-10-19,1162,2
2019-10-19,1181,1
2019-10-19,1243,1
2019-10-19,1247,1
2019-10-19,1286,1
2019-10-19,1295,1
2019-10-19,1318,1
2019-10-19,1338,1
2019-10-19,1358,1
2019-10-19,1414,1
2019-10-19,1436,1
2019-10-19,1437,3
2019-10-19,1442,1
2019-10-19,1485,1
2019-10-19,1487,1
2019-10-19,1520,1
2019-10-19,1532,1
2019-10-19,1533,1
2019-10-19,1540,1
2019-10-19,1541,1
2019-10-19,1542,1
2019-10-19,1543,1
2019-10-19,1544,2
2019-10-19,1545,1
2019-10-19,1546,1
2019-10-19,1547,1
2019-10-19,1548,1
2019-10-19,1549,1
2019-10-19,1550,1
2019-10-19,1551,1
2019-10-19,1552,1
2019-10-19,1553,1
2019-10-19,1554,1
2019-10-19,1555,1
2019-10-19,1556,1
2019-10-19,1557,1
2019-10-19,1558,1
2019-10-19,1559,1
2019-10-19,1560,1
2019-10-19,1561,1
2019-10-19,1562,1
2019-10-19,1563,1
2019-10-19,1564,1
2019-10-19,1565,1
2019-10-19,1566,1
2019-10-19,1567,1
2019-10-19,1568,1
2019-10-19,1569,1
2019-10-19,1570,1
2019-10-19,1571,1
2019-10-19,1572,1
2019-10-19,1573,1
2019-10-19,1574,1
2019-10-19,1575,1
2019-10-19,1576,1
2019-10-19,1577,1
2019-10-19,1578,1
2019-10-19,1579,1
2019-10-19,1580,1
2019-10-19,1581,1
2019-10-19,1582,1
2019-10-19,1583,1
2019-10-19,1584,1
2019-10-19,1585,1
2019-10-19,1586,1
2019-10-19,1587,1
2019-10-19,1588,1
2019-10-19,1589,1
2019-10-19,1590,1
2019-10-19,1591,1
2019-10-19,1592,1
2019-10-19,1593,1
2019-10-19,1594,1
2019-10-19,1595,1
2019-10-19,1596,1
2019-10-19,1597,1
2019-10-19,1598,1
2019-10-19,1599,2
2019-10-19,1600,1
2019-10-19,1601,1
2019-10-19,1602,1
2019-10-19,1603,1
2019-10-19,1604,1
2019-10-19,1605,1
2019-10-19,1606,1
2019-10-19,1607,1
2019-10-19,1608,1
2019-10-19,1609,1
2019-10-19,1610,1
2019-10-19,1611,1
2019-10-19,1612,1
2019-10-19,1613,2
2019-10-19,1614,1
2019-10-19,1615,1
2019-10-19,1616,1
2019-10-19,1617,1
2019-10-19,1618,1
2019-10-19,1619,1
2019-10-19,1620,1
2019-10-19,1621,1
2019-10-19,1622,1
2019-10-19,1623,1
2019-10-19,1624,1
2019-10-19,1625,1
2019-10-19,1626,1
2019-10-19,1627,1
2019-10-19,1628,1
2019-10-19,1629,1
2019-10-19,1630,1
2019-10-19,1631,1
2019-10-19,1632,1
2019-10-19,1633,1
2019-10-19,1634,1
2019-10-19,1635,1
2019-10-19,1636,1
2019-10-19,1637,1
2019-10-19,1638,1
2019-10-19,1639,1
2019-10-19,1640,1
2019-10-19,1641,2
2019-10-19,1642,1
2019-10-19,1643,1
2019-10-19,1644,1
2019-10-19,1645,1
2019-10-19,1646,1
2019-10-19,1647,1
2019-10-19,1648,1
2019-10-19,1649,1
2019-10-19,1650,1
2019-10-19,1651,1
2019-10-19,1652,1
2019-10-19,1653,1
2019-10-19,1654,1
2019-10-19,1655,2
2019-10-19,1656,1
2019-10-19,1657,1
2019-10-19,1658,1
2019-10-19,1659,1
2019-10-19,1660,1
2019-10-19,1661,1
2019-10-19,1662,1
2019-10-19,1663,1
2019-10-19,1664,1
2019-10-19,1665,1
2019-10-19,1666,1
2019-10-19,1667,1
2019-10-19,1668,1
2019-10-19,1669,1
2019-10-19,1670,1
2019-10-19,1671,1
2019-10-20,0,14
2019-10-20,3,1
2019-10-20,5,1
2019-10-20,7,2
2019-10-20,16,34
2019-10-20,17,7
2019-10-20,18,2
2019-10-20,19,33
2019-10-20,21,594
2019-10-20,22,1
2019-10-20,25,140
2019-10-20,29,1
2019-10-20,33,103
2019-10-20,42,111
2019-10-20,44,11
2019-10-20,48,357
2019-10-20,49,69
2019-10-20,54,1
2019-10-20,60,5
2019-10-20,63,2
2019-10-20,68,4
2019-10-20,69,68
2019-10-20,70,4
2019-10-20,73,2
2019-10-20,74,2
2019-10-20,77,21
2019-10-20,80,7
2019-10-20,81,9
2019-10-20,85,61
2019-10-20,87,12
2019-10-20,88,74
2019-10-20,90,1
2019-10-20,91,8
2019-10-20,93,3
2019-10-20,98,16
2019-10-20,100,9
2019-10-20,102,3
2019-10-20,110,2
2019-10-20,113,2
2019-10-20,116,4
2019-10-20,147,3
2019-10-20,151,1
2019-10-20,161,23
2019-10-20,163,1
2019-10-20,183,1
2019-10-20,192,16
2019-10-20,194,1
2019-10-20,195,3
2019-10-20,202,2
2019-10-20,204,1
2019-10-20,207,1
2019-10-20,208,1
2019-10-20,209,1
2019-10-20,210,1
2019-10-20,212,6
2019-10-20,215,1
2019-10-20,216,1
2019-10-20,218,5
2019-10-20,222,1
2019-10-20,229,2
2019-10-20,232,2
2019-10-20,233,1
2019-10-20,234,1
2019-10-20,240,2
2019-10-20,246,1
2019-10-20,248,1
2019-10-20,265,1
2019-10-20,269,1
2019-10-20,271,3
2019-10-20,272,1
2019-10-20,273,1
2019-10-20,276,4
2019-10-20,280,3
2019-10-20,287,1
2019-10-20,292,1
2019-10-20,301,1
2019-10-20,307,1
2019-10-20,309,1
2019-10-20,316,1
2019-10-20,318,4
2019-10-20,331,1
2019-10-20,338,3
2019-10-20,340,1
2019-10-20,348,1
2019-10-20,352,8
2019-10-20,360,1
2019-10-20,366,1
2019-10-20,379,2
2019-10-20,392,1
2019-10-20,401,1
2019-10-20,415,1
2019-10-20,419,2
2019-10-20,422,1
2019-10-20,428,5
2019-10-20,459,1
2019-10-20,467,1
2019-10-20,474,1
2019-10-20,483,1
2019-10-20,495,1
2019-10-20,505,1
2019-10-20,515,1
2019-10-20,535,1
2019-10-20,542,3
2019-10-20,543,1
2019-10-20,547,1
2019-10-20,550,1
2019-10-20,552,1
2019-10-20,560,1
2019-10-20,562,1
2019-10-20,579,1
2019-10-20,594,1
2019-10-20,601,1
2019-10-20,609,1
2019-10-20,611,1
2019-10-20,612,1
2019-10-20,623,3
2019-10-20,630,1
2019-10-20,637,2
2019-10-20,675,1
2019-10-20,677,1
2019-10-20,680,1
2019-10-20,681,1
2019-10-20,683,1
2019-10-20,701,1
2019-10-20,713,1
2019-10-20,716,1
2019-10-20,725,1
2019-10-20,728,2
2019-10-20,731,5
2019-10-20,745,1
2019-10-20,746,1
2019-10-20,752,1
2019-10-20,754,1
2019-10-20,761,1
2019-10-20,785,1
2019-10-20,790,1
2019-10-20,793,1
2019-10-20,804,7
2019-10-20,815,1
2019-10-20,830,1
2019-10-20,840,1
2019-10-20,864,1
2019-10-20,874,3
2019-10-20,877,1
2019-10-20,898,2
2019-10-20,911,1
2019-10-20,913,1
2019-10-20,928,1
2019-10-20,951,1
2019-10-20,952,1
2019-10-20,977,1
2019-10-20,1003,1
2019-10-20,1008,1
2019-10-20,1040,1
2019-10-20,1041,1
2019-10-20,1117,1
2019-10-20,1120,1
2019-10-20,1124,1
2019-10-20,1140,2
2019-10-20,1153,1
2019-10-20,1157,1
2019-10-20,1162,1
2019-10-20,1195,1
2019-10-20,1201,1
2019-10-20,1279,1
2019-10-20,1287,1
2019-10-20,1309,1
2019-10-20,1333,1
2019-10-20,1341,1
2019-10-20,1342,1
2019-10-20,1361,1
2019-10-20,1407,1
2019-10-20,1444,1
2019-10-20,1463,1
2019-10-20,1505,2
2019-10-20,1518,1
2019-10-20,1520,1
2019-10-20,1521,1
2019-10-20,1525,1
2019-10-20,1547,1
2019-10-20,1567,1
2019-10-20,1613,1
2019-10-20,1635,1
2019-10-20,1641,1
2019-10-20,1656,1
2019-10-20,1658,1
2019-10-20,1672,1
2019-10-20,1673,1
2019-10-20,1674,1
2019-10-20,1675,1
2019-10-20,1676,1
2019-10-20,1677,1
2019-10-20,1678,1
2019-10-20,1679,1
2019-10-20,1680,2
2019-10-20,1681,1
2019-10-20,1682,1
2019-10-20,1683,1
2019-10-20,1684,1
2019-10-20,1685,1
2019-10-20,1686,1
2019-10-20,1687,1
2019-10-20,1688,1
2019-10-20,1689,1
2019-10-20,1690,1
2019-10-20,1691,1
2019-10-20,1692,1
2019-10-20,1693,1
2019-10-20,1694,1
2019-10-20,1695,1
2019-10-20,1696,1
2019-10-20,1697,1
2019-10-20,1698,1
2019-10-20,1699,1
2019-10-20,1700,1
2019-10-20,1701,1
2019-10-20,1702,1
2019-10-20,1703,1
2019-10-20,1704,1
2019-10-20,1705,1
2019-10-20,1706,1
2019-10-20,1707,1
2019-10-20,1708,1
2019-10-20,1709,1
2019-10-20,1710,1
2019-10-20,1711,1
2019-10-20,1712,1
2019-10-20,1713,1
2019-10-20,1714,1
2019-10-20,1715,1
2019-10-20,1716,1
2019-10-20,1717,1
2019-10-20,1718,1
2019-10-20,1719,1
2019-10-20,1720,1
2019-10-20,1721,1
2019-10-20,1722,1
2019-10-20,1723,1
2019-10-20,1724,1
2019-10-20,1725,1
2019-10-20,1726,1
2019-10-20,1727,1
2019-10-20,1728,1
2019-10-20,1729,1
2019-10-20,1730,1
2019-10-20,1731,1
2019-10-20,1732,1
2019-10-20,1733,1
2019-10-20,1734,1
2019-10-20,1735,1
2019-10-20,1736,1
2019-10-20,1737,1
2019-10-20,1738,1
2019-10-20,1739,1
2019-10-20,1740,1
2019-10-20,1741,1
2019-10-20,1742,1
2019-10-20,1743,1
2019-10-20,1744,1
2019-10-20,1745,1
2019-10-20,1746,1
2019-10-20,1747,1
2019-10-20,1748,1
2019-10-20,1749,1
2019-10-20,1750,1
2019-10-20,1751,1
2019-10-20,1752,1
2019-10-20,1753,1
2019-10-20,1754,1
2019-10-20,1755,1
2019-10-20,1756,1
2019-10-20,1757,1
2019-10-20,1758,1
2019-10-20,1759,1
2019-10-20,1760,1
2019-10-20,1761,1
2019-10-20,1762,1
2019-10-20,1763,1
2019-10-20,1764,1
2019-10-20,1765,1
2019-10-20,1766,1
2019-10-20,1767,1
2019-10-20,1768,1
2019-10-20,1769,1
2019-10-20,1770,1
2019-10-20,1771,1
2019-10-20,1772,1
2019-10-20,1773,1
2019-10-20,1774,1
2019-10-20,1775,1
2019-10-20,1776,1
2019-10-20,1777,1
2019-10-20,1778,1
2019-10-20,1779,1
2019-10-20,1780,2
2019-10-20,1781,1
2019-10-20,1782,1
2019-10-20,1783,1
2019-10-20,1784,1
2019-10-20,1785,1
2019-10-20,1786,1
2019-10-20,1787,1
2019-10-20,1788,1
2019-10-20,1789,1
2019-10-21,0,17
2019-10-21,3,1
2019-10-21,7,2
2019-10-21,8,2
2019-10-21,16,35
2019-10-21,17,12
2019-10-21,18,5
2019-10-21,19,28
2019-10-21,21,489
2019-10-21,22,8
2019-10-21,23,1
2019-10-21,25,140
2019-10-21,33,69
2019-10-21,42,88
2019-10-21,44,7
2019-10-21,48,373
2019-10-21,49,72
2019-10-21,60,4
2019-10-21,63,6
2019-10-21,69,60
2019-10-21,70,2
2019-10-21,73,4
2019-10-21,77,16
2019-10-21,81,6
2019-10-21,85,52
2019-10-21,87,9
2019-10-21,88,48
2019-10-21,89,1
2019-10-21,90,1
2019-10-21,91,7
2019-10-21,93,3
2019-10-21,95,1
2019-10-21,98,13
2019-10-21,100,9
2019-10-21,102,9
2019-10-21,103,2
2019-10-21,110,2
2019-10-21,113,6
2019-10-21,114,1
2019-10-21,115,1
2019-10-21,116,2
2019-10-21,130,2
2019-10-21,131,1
2019-10-21,136,1
2019-10-21,147,2
2019-10-21,149,1
2019-10-21,161,20
2019-10-21,163,1
2019-10-21,188,1
2019-10-21,192,9
2019-10-21,209,1
2019-10-21,212,2
2019-10-21,216,1
2019-10-21,218,2
2019-10-21,222,1
2019-10-21,229,2
2019-10-21,232,1
2019-10-21,235,2
2019-10-21,239,1
2019-10-21,240,2
2019-10-21,246,1
2019-10-21,253,1
2019-10-21,261,1
2019-10-21,269,1
2019-10-21,271,3
2019-10-21,280,1
2019-10-21,287,1
2019-10-21,297,1
2019-10-21,307,4
2019-10-21,308,2
2019-10-21,316,3
2019-10-21,318,4
2019-10-21,321,1
2019-10-21,323,2
2019-10-21,328,1
2019-10-21,331,1
2019-10-21,336,1
2019-10-21,338,6
2019-10-21,340,2
2019-10-21,343,1
2019-10-21,351,2
2019-10-21,352,5
2019-10-21,388,1
2019-10-21,390,1
2019-10-21,391,1
2019-10-21,395,2
2019-10-21,422,1
2019-10-21,428,1
2019-10-21,440,1
2019-10-21,456,3
2019-10-21,460,1
2019-10-21,463,5
2019-10-21,478,1
2019-10-21,493,1
2019-10-21,513,1
2019-10-21,515,1
2019-10-21,532,1
2019-10-21,542,1
2019-10-21,563,1
2019-10-21,579,2
2019-10-21,592,1
2019-10-21,601,2
2019-10-21,611,1
2019-10-21,612,1
2019-10-21,615,1
2019-10-21,623,1
2019-10-21,640,1
2019-10-21,652,1
2019-10-21,663,1
2019-10-21,677,1
2019-10-21,679,1
2019-10-21,686,1
2019-10-21,692,1
2019-10-21,714,3
2019-10-21,719,1
2019-10-21,728,1
2019-10-21,731,2
2019-10-21,733,1
2019-10-21,793,1
2019-10-21,799,1
2019-10-21,804,1
2019-10-21,838,1
2019-10-21,857,1
2019-10-21,863,1
2019-10-21,872,1
2019-10-21,874,2
2019-10-21,896,1
2019-10-21,898,1
2019-10-21,902,2
2019-10-21,913,1
2019-10-21,928,1
2019-10-21,1027,1
2019-10-21,1028,1
2019-10-21,1045,3
2019-10-21,1075,1
2019-10-21,1090,1
2019-10-21,1110,1
2019-10-21,1112,1
2019-10-21,1127,1
2019-10-21,1140,1
2019-10-21,1152,1
2019-10-21,1195,1
2019-10-21,1221,1
2019-10-21,1272,1
2019-10-21,1293,1
2019-10-21,1352,1
2019-10-21,1361,1
2019-10-21,1414,1
2019-10-21,1454,1
2019-10-21,1457,1
2019-10-21,1505,1
2019-10-21,1519,1
2019-10-21,1537,1
2019-10-21,1541,1
2019-10-21,1584,1
2019-10-21,1600,1
2019-10-21,1635,2
2019-10-21,1644,1
2019-10-21,1677,1
2019-10-21,1704,1
2019-10-21,1720,1
2019-10-21,1765,2
2019-10-21,1790,1
2019-10-21,1791,1
2019-10-21,1792,1
2019-10-21,1793,1
2019-10-21,1794,1
2019-10-21,1795,1
2019-10-21,1796,1
2019-10-21,1797,1
2019-10-21,1798,1
2019-10-21,1799,1
2019-10-21,1800,1
2019-10-21,1801,1
2019-10-21,1802,1
2019-10-21,1803,1
2019-10-21,1804,1
2019-10-21,1805,1
2019-10-21,1806,1
2019-10-21,1807,1
2019-10-21,1808,1
2019-10-21,1809,1
2019-10-21,1810,1
2019-10-21,1811,1
2019-10-21,1812,1
2019-10-21,1813,1
2019-10-21,1814,1
2019-10-21,1815,1
2019-10-21,1816,1
2019-10-21,1817,1
2019-10-21,1818,1
2019-10-21,1819,1
2019-10-21,1820,1
2019-10-21,1821,1
2019-10-21,1822,1
2019-10-21,1823,1
