date,fp_id,session_count
2019-09-13,120,1
2019-09-13,164,1
2019-09-13,165,1
2019-09-13,166,1
2019-09-13,167,1
2019-09-13,168,1
2019-09-13,169,1
2019-09-13,170,1
2019-09-13,171,1
2019-09-13,172,1
2019-09-14,0,41
2019-09-14,7,12
2019-09-14,8,2
2019-09-14,10,1
2019-09-14,13,2
2019-09-14,16,2
2019-09-14,17,26
2019-09-14,18,11
2019-09-14,19,87
2019-09-14,20,3
2019-09-14,21,195
2019-09-14,22,8
2019-09-14,25,45
2019-09-14,27,1
2019-09-14,33,25
2019-09-14,39,2
2019-09-14,42,14
2019-09-14,44,3
2019-09-14,48,91
2019-09-14,49,24
2019-09-14,58,2
2019-09-14,60,1
2019-09-14,62,3
2019-09-14,69,14
2019-09-14,77,2
2019-09-14,78,12
2019-09-14,80,1
2019-09-14,81,4
2019-09-14,84,6
2019-09-14,85,10
2019-09-14,87,1
2019-09-14,88,16
2019-09-14,90,1
2019-09-14,91,1
2019-09-14,93,1
2019-09-14,98,6
2019-09-14,102,1
2019-09-14,113,1
2019-09-14,116,1
2019-09-14,130,1
2019-09-14,136,1
2019-09-14,142,1
2019-09-14,157,1
2019-09-14,161,6
2019-09-14,171,1
2019-09-14,173,1
2019-09-14,174,1
2019-09-14,175,1
2019-09-14,176,1
2019-09-14,177,1
2019-09-14,178,1
2019-09-14,179,1
2019-09-14,180,1
2019-09-14,181,1
2019-09-14,182,1
2019-09-14,183,1
2019-09-14,184,1
2019-09-14,185,1
2019-09-14,186,1
2019-09-14,187,1
2019-09-14,188,1
2019-09-14,189,1
2019-09-14,190,1
2019-09-14,191,1
2019-09-14,192,2
2019-09-14,193,1
2019-09-14,194,1
2019-09-14,195,2
2019-09-14,196,1
2019-09-14,197,1
2019-09-15,0,45
2019-09-15,5,2
2019-09-15,7,12
2019-09-15,8,3
2019-09-15,10,2
2019-09-15,11,1
2019-09-15,13,2
2019-09-15,16,4
2019-09-15,17,17
2019-09-15,18,17
2019-09-15,19,82
2019-09-15,21,211
2019-09-15,22,8
2019-09-15,25,41
2019-09-15,28,1
2019-09-15,31,1
2019-09-15,33,30
2019-09-15,42,16
2019-09-15,43,1
2019-09-15,44,2
2019-09-15,48,98
2019-09-15,49,24
2019-09-15,56,2
2019-09-15,60,2
2019-09-15,62,3
2019-09-15,69,9
2019-09-15,70,1
2019-09-15,74,1
2019-09-15,77,3
2019-09-15,81,2
2019-09-15,84,3
2019-09-15,85,11
2019-09-15,87,2
2019-09-15,88,15
2019-09-15,89,1
2019-09-15,90,1
2019-09-15,91,4
2019-09-15,93,1
2019-09-15,98,2
2019-09-15,110,2
2019-09-15,114,1
2019-09-15,161,6
2019-09-15,187,1
2019-09-15,194,2
2019-09-15,195,2
2019-09-15,198,1
2019-09-15,199,1
2019-09-15,200,1
2019-09-15,201,1
2019-09-15,202,1
2019-09-15,203,1
2019-09-15,204,1
2019-09-15,205,1
2019-09-15,206,1
2019-09-15,207,2
2019-09-15,208,1
2019-09-15,209,1
2019-09-15,210,1
2019-09-15,211,1
2019-09-15,212,1
2019-09-15,213,1
2019-09-15,214,1
2019-09-15,215,2
2019-09-15,216,1
2019-09-16,0,42
2019-09-16,2,1
2019-09-16,3,2
2019-09-16,6,1
2019-09-16,7,5
2019-09-16,8,4
2019-09-16,10,4
2019-09-16,11,2
2019-09-16,13,2
2019-09-16,16,10
2019-09-16,17,20
2019-09-16,18,9
2019-09-16,19,81
2019-09-16,21,165
2019-09-16,22,5
2019-09-16,25,55
2019-09-16,31,2
2019-09-16,33,16
2019-09-16,34,1
2019-09-16,39,1
2019-09-16,42,19
2019-09-16,44,1
2019-09-16,48,78
2019-09-16,49,17
2019-09-16,56,1
2019-09-16,58,1
2019-09-16,63,1
2019-09-16,69,10
2019-09-16,70,1
2019-09-16,77,4
2019-09-16,80,2
2019-09-16,81,3
2019-09-16,84,12
2019-09-16,85,11
2019-09-16,86,1
2019-09-16,87,1
2019-09-16,88,9
2019-09-16,89,1
2019-09-16,91,2
2019-09-16,98,5
2019-09-16,100,1
2019-09-16,110,11
2019-09-16,113,4
2019-09-16,126,2
2019-09-16,127,1
2019-09-16,130,1
2019-09-16,161,3
2019-09-16,171,1
2019-09-16,192,2
2019-09-16,212,1
2019-09-16,217,1
2019-09-16,218,1
2019-09-16,219,1
2019-09-16,220,1
2019-09-16,221,1
2019-09-16,222,1
2019-09-16,223,1
2019-09-16,224,2
2019-09-16,225,1
2019-09-16,226,1
2019-09-16,227,1
2019-09-16,228,1
2019-09-16,229,2
2019-09-16,230,1
2019-09-16,231,1
2019-09-16,232,1
2019-09-16,233,1
2019-09-16,234,1
2019-09-17,0,41
2019-09-17,3,2
2019-09-17,5,1
2019-09-17,6,1
2019-09-17,7,15
2019-09-17,8,2
2019-09-17,10,1
2019-09-17,11,1
2019-09-17,13,1
2019-09-17,16,3
2019-09-17,17,30
2019-09-17,18,12
2019-09-17,19,89
2019-09-17,20,1
2019-09-17,21,189
2019-09-17,22,4
2019-09-17,25,45
2019-09-17,29,1
2019-09-17,30,1
2019-09-17,33,18
2019-09-17,34,1
2019-09-17,42,14
2019-09-17,43,1
2019-09-17,44,4
2019-09-17,48,87
2019-09-17,49,24
2019-09-17,60,2
2019-09-17,62,2
2019-09-17,69,15
2019-09-17,70,1
2019-09-17,72,1
2019-09-17,73,1
2019-09-17,75,6
2019-09-17,77,1
2019-09-17,78,22
2019-09-17,80,1
2019-09-17,81,2
2019-09-17,84,11
2019-09-17,85,9
2019-09-17,87,1
2019-09-17,88,12
2019-09-17,89,1
2019-09-17,91,1
2019-09-17,98,6
2019-09-17,101,3
2019-09-17,110,10
2019-09-17,113,1
2019-09-17,119,1
2019-09-17,130,1
2019-09-17,136,1
2019-09-17,147,1
2019-09-17,161,7
2019-09-17,163,1
2019-09-17,171,1
2019-09-17,173,1
2019-09-17,184,1
2019-09-17,186,1
2019-09-17,188,1
2019-09-17,192,3
2019-09-17,195,2
2019-09-17,196,1
2019-09-17,207,1
2019-09-17,212,3
2019-09-17,234,1
2019-09-17,235,1
2019-09-17,236,1
2019-09-17,237,1
2019-09-17,238,1
2019-09-17,239,1
2019-09-17,240,1
2019-09-17,241,1
2019-09-17,242,2
2019-09-17,243,1
2019-09-17,244,1
2019-09-17,245,1
2019-09-17,246,1
2019-09-17,247,1
2019-09-17,248,1
2019-09-17,249,1
2019-09-17,250,1
2019-09-17,251,2
2019-09-17,252,1
2019-09-17,253,1
2019-09-17,254,1
2019-09-18,0,21
2019-09-18,5,1
2019-09-18,8,1
2019-09-18,10,6
2019-09-18,11,4
2019-09-18,14,2
2019-09-18,16,5
2019-09-18,17,20
2019-09-18,18,4
2019-09-18,19,67
2019-09-18,21,160
2019-09-18,22,9
2019-09-18,25,46
2019-09-18,29,1
2019-09-18,31,2
2019-09-18,33,27
2019-09-18,42,19
2019-09-18,44,4
2019-09-18,48,97
2019-09-18,49,24
2019-09-18,59,1
2019-09-18,60,1
2019-09-18,69,13
2019-09-18,73,1
2019-09-18,77,6
2019-09-18,78,10
2019-09-18,81,3
2019-09-18,84,12
2019-09-18,85,13
2019-09-18,87,2
2019-09-18,88,8
2019-09-18,98,6
2019-09-18,100,3
2019-09-18,110,12
2019-09-18,126,1
2019-09-18,147,1
2019-09-18,161,4
2019-09-18,171,1
2019-09-18,183,2
2019-09-18,204,2
2019-09-18,205,2
2019-09-18,207,1
2019-09-18,212,3
2019-09-18,219,1
2019-09-18,229,1
2019-09-18,234,2
2019-09-18,240,1
2019-09-18,255,1
2019-09-18,256,1
2019-09-18,257,1
2019-09-18,258,1
2019-09-18,259,1
2019-09-18,260,1
2019-09-18,261,1
2019-09-18,262,1
2019-09-18,263,1
2019-09-18,264,1
2019-09-18,265,1
2019-09-18,266,1
2019-09-18,267,1
2019-09-18,268,1
2019-09-18,269,1
2019-09-18,270,1
2019-09-18,271,1
2019-09-18,272,1
2019-09-18,273,1
2019-09-18,274,1
2019-09-18,275,1
2019-09-18,276,1
2019-09-18,277,1
2019-09-18,278,1
2019-09-18,279,1
2019-09-18,280,1
2019-09-18,281,1
2019-09-18,282,1
2019-09-18,283,1
2019-09-18,284,1
2019-09-18,285,1
2019-09-18,286,1
2019-09-18,287,1
2019-09-18,288,1
2019-09-18,289,1
2019-09-18,290,1
2019-09-18,291,1
2019-09-18,292,1
2019-09-18,293,1
2019-09-18,294,1
2019-09-19,0,12
2019-09-19,5,3
2019-09-19,7,7
2019-09-19,8,1
2019-09-19,10,3
2019-09-19,11,2
2019-09-19,14,1
2019-09-19,16,5
2019-09-19,17,6
2019-09-19,18,7
2019-09-19,19,31
2019-09-19,21,171
2019-09-19,22,3
2019-09-19,25,52
2019-09-19,29,1
2019-09-19,31,1
2019-09-19,33,21
2019-09-19,42,16
2019-09-19,44,1
2019-09-19,48,90
2019-09-19,49,19
2019-09-19,58,1
2019-09-19,60,2
2019-09-19,62,1
2019-09-19,69,14
2019-09-19,70,1
2019-09-19,74,1
2019-09-19,77,3
2019-09-19,80,1
2019-09-19,81,2
2019-09-19,84,8
2019-09-19,85,18
2019-09-19,87,2
2019-09-19,88,14
2019-09-19,91,1
2019-09-19,93,2
2019-09-19,98,9
2019-09-19,100,1
2019-09-19,103,1
2019-09-19,113,1
2019-09-19,116,1
2019-09-19,119,1
2019-09-19,137,1
2019-09-19,161,2
2019-09-19,175,1
2019-09-19,183,1
2019-09-19,192,3
2019-09-19,195,1
2019-09-19,204,1
2019-09-19,212,1
2019-09-19,236,1
2019-09-19,267,1
2019-09-19,295,1
2019-09-19,296,1
2019-09-19,297,1
2019-09-19,298,1
2019-09-19,299,1
2019-09-19,300,1
2019-09-19,301,1
2019-09-19,302,1
2019-09-19,303,1
2019-09-19,304,1
2019-09-19,305,1
2019-09-19,306,1
2019-09-19,307,2
2019-09-19,308,1
2019-09-19,309,1
2019-09-19,310,1
2019-09-19,311,1
2019-09-19,312,1
2019-09-19,313,1
2019-09-19,314,1
2019-09-19,315,1
2019-09-19,316,1
2019-09-19,317,1
2019-09-19,318,1
2019-09-19,319,1
2019-09-19,320,1
2019-09-19,321,1
2019-09-19,322,1
2019-09-19,323,1
2019-09-19,324,1
2019-09-19,325,1
2019-09-19,326,1
2019-09-19,327,1
2019-09-19,328,1
2019-09-19,329,1
2019-09-19,330,1
2019-09-19,331,1
2019-09-19,332,1
2019-09-19,333,1
2019-09-19,334,1
2019-09-19,335,1
2019-09-19,336,1
2019-09-19,337,1
2019-09-19,338,2
2019-09-19,339,1
2019-09-19,340,1
2019-09-19,341,1
2019-09-19,342,1
2019-09-19,343,1
2019-09-19,344,1
2019-09-19,345,1
2019-09-19,346,1
2019-09-19,347,1
2019-09-19,348,1
2019-09-19,349,1
2019-09-19,350,1
2019-09-19,351,2
2019-09-19,352,2
2019-09-19,353,1
2019-09-19,354,1
2019-09-19,355,2
2019-09-19,356,1
2019-09-19,357,1
2019-09-19,358,1
2019-09-19,359,1
2019-09-19,360,1
2019-09-19,361,2
2019-09-19,362,1
2019-09-20,0,14
2019-09-20,5,3
2019-09-20,7,14
2019-09-20,10,4
2019-09-20,11,2
2019-09-20,13,1
2019-09-20,16,2
2019-09-20,17,9
2019-09-20,18,5
2019-09-20,19,29
2019-09-20,21,220
2019-09-20,22,3
2019-09-20,25,45
2019-09-20,31,2
2019-09-20,33,26
2019-09-20,42,26
2019-09-20,44,5
2019-09-20,48,114
2019-09-20,49,34
2019-09-20,58,2
2019-09-20,60,1
2019-09-20,62,1
2019-09-20,68,1
2019-09-20,69,25
2019-09-20,70,1
2019-09-20,73,1
2019-09-20,75,2
2019-09-20,77,5
2019-09-20,78,10
2019-09-20,79,1
2019-09-20,80,1
2019-09-20,85,10
2019-09-20,87,2
2019-09-20,88,14
2019-09-20,91,1
2019-09-20,98,2
2019-09-20,100,1
2019-09-20,103,1
2019-09-20,110,1
2019-09-20,113,1
2019-09-20,147,1
2019-09-20,161,12
2019-09-20,171,1
2019-09-20,186,1
2019-09-20,188,1
2019-09-20,192,2
2019-09-20,193,1
2019-09-20,195,3
2019-09-20,204,1
2019-09-20,212,2
2019-09-20,213,1
2019-09-20,218,2
2019-09-20,219,1
2019-09-20,222,1
2019-09-20,235,1
2019-09-20,240,1
2019-09-20,241,1
2019-09-20,267,1
2019-09-20,316,1
2019-09-20,352,2
2019-09-20,355,1
2019-09-20,363,1
2019-09-20,364,1
2019-09-20,365,1
2019-09-20,366,1
2019-09-20,367,1
2019-09-20,368,1
2019-09-20,369,1
2019-09-20,370,1
2019-09-20,371,1
2019-09-20,372,1
2019-09-20,373,1
2019-09-20,374,1
2019-09-20,375,1
2019-09-20,376,1
2019-09-20,377,1
2019-09-20,378,1
2019-09-20,379,1
2019-09-20,380,1
2019-09-20,381,1
2019-09-20,382,1
2019-09-20,383,1
2019-09-20,384,1
2019-09-20,385,1
2019-09-20,386,1
2019-09-20,387,1
2019-09-20,388,1
2019-09-20,389,1
2019-09-20,390,2
2019-09-20,391,1
2019-09-20,392,1
2019-09-20,393,1
2019-09-20,394,1
2019-09-20,395,1
2019-09-20,396,1
2019-09-20,397,1
2019-09-20,398,1
2019-09-20,399,1
2019-09-20,400,1
2019-09-20,401,1
2019-09-20,402,1
2019-09-20,403,1
2019-09-20,404,1
2019-09-20,405,1
2019-09-20,406,1
2019-09-22,0,20
2019-09-22,5,2
2019-09-22,7,15
2019-09-22,8,2
2019-09-22,10,3
2019-09-22,11,2
2019-09-22,14,2
2019-09-22,16,3
2019-09-22,17,7
2019-09-22,18,9
2019-09-22,19,29
2019-09-22,20,1
2019-09-22,21,177
2019-09-22,22,5
2019-09-22,25,45
2019-09-22,27,1
2019-09-22,29,1
2019-09-22,31,1
2019-09-22,33,23
2019-09-22,34,1
2019-09-22,42,16
2019-09-22,44,2
2019-09-22,48,90
2019-09-22,49,25
2019-09-22,60,2
2019-09-22,63,1
2019-09-22,68,1
2019-09-22,69,14
2019-09-22,70,1
2019-09-22,73,1
2019-09-22,77,1
2019-09-22,78,8
2019-09-22,80,1
2019-09-22,81,5
2019-09-22,85,11
2019-09-22,87,2
2019-09-22,88,4
2019-09-22,90,1
2019-09-22,91,2
2019-09-22,98,6
2019-09-22,100,2
2019-09-22,101,1
2019-09-22,113,1
2019-09-22,130,1
2019-09-22,146,1
2019-09-22,149,1
2019-09-22,157,1
2019-09-22,161,5
2019-09-22,192,2
2019-09-22,194,1
2019-09-22,195,1
2019-09-22,204,1
2019-09-22,207,1
2019-09-22,209,1
2019-09-22,210,1
2019-09-22,212,4
2019-09-22,239,1
2019-09-22,252,1
2019-09-22,253,1
2019-09-22,271,1
2019-09-22,302,1
2019-09-22,307,1
2019-09-22,323,1
2019-09-22,329,1
2019-09-22,343,1
2019-09-22,351,1
2019-09-22,361,1
2019-09-22,407,1
2019-09-22,408,1
2019-09-22,409,1
2019-09-22,410,1
2019-09-22,411,1
2019-09-22,412,1
2019-09-22,413,1
2019-09-22,414,1
2019-09-22,415,1
2019-09-22,416,1
2019-09-22,417,1
2019-09-22,418,1
2019-09-22,419,1
2019-09-22,420,1
2019-09-22,421,1
2019-09-22,422,1
2019-09-22,423,1
2019-09-22,424,1
2019-09-22,425,1
2019-09-22,426,1
2019-09-22,427,1
2019-09-22,428,15
2019-09-22,429,1
2019-09-22,430,1
2019-09-22,431,1
2019-09-22,432,1
2019-09-22,433,1
2019-09-22,434,1
2019-09-22,435,1
2019-09-22,436,1
2019-09-22,437,1
2019-09-22,438,1
2019-09-22,439,1
2019-09-22,440,1
2019-09-22,441,1
2019-09-23,0,11
2019-09-23,5,1
2019-09-23,7,7
2019-09-23,8,1
2019-09-23,10,4
2019-09-23,11,4
2019-09-23,13,1
2019-09-23,14,1
2019-09-23,16,10
2019-09-23,17,13
2019-09-23,18,5
2019-09-23,19,33
2019-09-23,21,151
2019-09-23,22,5
2019-09-23,25,40
2019-09-23,29,1
2019-09-23,33,19
2019-09-23,42,20
2019-09-23,44,1
2019-09-23,48,91
2019-09-23,49,24
2019-09-23,56,1
2019-09-23,58,1
2019-09-23,62,1
2019-09-23,69,17
2019-09-23,70,1
